σ,kappa_th,naive,duan,bias_naive_pct,bias_duan_pct
0.1,1.005012520859401,0.9999242199133155,1.004965959185416,-0.5062922939242983,-0.004632944666704537
0.3,1.046027859908717,1.000244860615551,1.0461425473398447,-4.376843203503327,0.010964089535603303
0.5,1.1331484530668263,0.9981905582387338,1.1311215158706405,-11.909992416512923,-0.17887657973675183
0.8,1.3771277643359572,1.001214425000318,1.3792171369960222,-27.296910938172992,0.1517195945194322
1.0,1.6487212707001282,1.002537505289656,1.6509676072341146,-39.193026553000735,0.13624719798953774
1.5,3.080216848918031,1.0024788041754418,3.093969902761171,-67.4542782749995,0.4464962863887659
