Dataset,gamma1,Model,ModelClass,Transform,TransformClass,RMSE_train,RMSE_test,MAE_test,MAPE_test,R2_test,delta_RMSE_train_pct,delta_RMSE_test_pct,CV_RMSE_mean,CV_RMSE_std,DM_stat,DM_p,paired_t_stat,paired_t_p,cohens_d,min_n_80power,is_underpowered
Airfoil_SelfNoise,-0.4185339558133514,Ridge,линейные,asinh(y),гиперболическое,4.860358425299235,4.727663208228546,3.679970126097885,2.9703985588740034,0.55386359628868,0.698219389700603,0.47734003139226505,4.880643059499926,0.47040352225475995,-2.5205407424346857,0.01171746724756928,5.101373917530966,0.006975923367203692,-0.1452815531372471,371.8662176762303,1.0
Airfoil_SelfNoise,-0.4185339558133514,Ridge,линейные,Box-Cox,степенное параметрическое (λ по MLE),4.775176255657888,4.651440741089786,3.638987315539602,2.9366688517454174,0.5681334313102021,-1.0666078218042647,-1.1426211230746817,4.797968147675345,0.4887359217113116,1.8701538149920691,0.06146246116209109,-1.9274038091480308,0.1261916826847562,0.10779387385944472,675.4909192999297,1.0
Airfoil_SelfNoise,-0.4185339558133514,Ridge,линейные,Yeo-Johnson,"степенное параметрическое (λ по MLE, R)",4.772980285442726,4.651862777303367,3.6374401447416926,2.935314377665359,0.568055059205661,-1.1121045261931002,-1.1336515594086982,4.793634527137154,0.4883247708342687,1.8161862800887847,0.06934180196828477,-2.2496032937629242,0.08768369480801348,0.10468323686090752,716.2314530972087,1.0
Airfoil_SelfNoise,-0.4185339558133514,Ridge,линейные,Quantile,ранговое непараметрическое,4.691259696288503,4.571140167935973,3.5567981487854294,2.878003397490214,0.5829158575353148,-2.805213777657594,-2.8492545354227126,4.711960037023527,0.4790311196475202,3.3612066934194362,0.0007760272891568221,-5.443547478432249,0.005530034370689335,0.19373673300102992,209.1142991711366,0.0
Airfoil_SelfNoise,-0.4185339558133514,Lasso,линейные,Без преобр.,—,4.828099260453149,4.715839234402318,3.6895743715564264,2.9796804135345214,0.5560923965903015,0.0,0.0,4.849114265970359,0.47263714371927773,,,,,,,
Airfoil_SelfNoise,-0.4185339558133514,Lasso,линейные,ln(y),степенное (фикс. λ→0),5.200045287445144,5.361739226472707,4.329209783683828,3.5079840688786925,0.4261663964801943,7.70377755152213,13.696395486905319,5.231502932185339,0.47049973608890294,-4.904286991783965,9.376731142651806e-07,19.517170470439726,4.063694134871111e-05,-0.2826784027735806,98.2250858598804,0.0
Airfoil_SelfNoise,-0.4185339558133514,Lasso,линейные,√y,степенное (фикс. λ=0.5),4.97513170722336,4.987447084020693,3.9553806382898613,3.205359980807127,0.5034863379452361,3.045348466104472,5.759480680278078,5.001179577498743,0.45552632835273105,-3.0916048728389867,0.0019907764665287875,6.697793650439421,0.0025851795178787615,-0.1781971424032112,247.17594538895693,0.0
Airfoil_SelfNoise,-0.4185339558133514,Lasso,линейные,asinh(y),гиперболическое,5.200060239553862,5.36176037085455,4.329228410187,3.5079992185909195,0.42616187056789656,7.704087240861781,13.696843856342692,5.2315182420937045,0.4704997017060168,-4.9043615211851135,9.373171911963851e-07,19.517148352909103,4.0637123958083555e-05,-0.28268269857684647,98.2221005166626,0.0
Airfoil_SelfNoise,-0.4185339558133514,Lasso,линейные,Box-Cox,степенное параметрическое (λ по MLE),4.773580387575394,4.648566672422663,3.638615132567311,2.9362934276036277,0.5686669566314713,-1.129199503504778,-1.4265236501044736,4.795711478448927,0.48740242035433334,2.3626714582265285,0.01814374638671734,-2.1805983280368286,0.09468116625330904,0.13618211887050627,423.2212838933525,1.0
Airfoil_SelfNoise,-0.4185339558133514,Lasso,линейные,Yeo-Johnson,"степенное параметрическое (λ по MLE, R)",4.77089182336156,4.648548703879566,3.6386131381599425,2.9362934953229867,0.5686702911695971,-1.1848852727650718,-1.4269046754576262,4.79173814997719,0.4883686013685603,2.364231345677375,0.01806752616545748,-2.534065269424784,0.0643856912765358,0.13627202928844276,422.66299691959665,1.0
Airfoil_SelfNoise,-0.4185339558133514,Lasso,линейные,Quantile,ранговое непараметрическое,4.764869789477734,4.727221705963859,3.727986445902982,3.0274166912218257,0.5539469190748825,-1.3096141476072383,0.2413668277430954,4.794834260729078,0.45606973761359726,-0.19872850199921796,0.8424751273120394,-1.414124732651927,0.2302238187338816,-0.011454520427706614,59821.02531489551,1.0
Airfoil_SelfNoise,-0.4185339558133514,Random Forest,древесные,Без преобр.,—,1.8887583360483688,2.513886011638037,1.9028661494729122,1.5372146291409836,0.873856242342749,0.0,0.0,2.604651222329056,0.2264261593724905,,,,,,,
Airfoil_SelfNoise,-0.4185339558133514,XGBoost,древесные,Без преобр.,—,0.38002122407963057,1.4892078227751202,0.9754935507536727,0.7858464006393643,0.955732477269903,0.0,0.0,1.5999138609433032,0.14513124832106702,,,,,,,
Airfoil_SelfNoise,-0.4185339558133514,MLP,нейросетевые,Без преобр.,—,4.252310269139865,4.137243840037905,3.135076103620104,2.5146014154988365,0.6583378753937413,0.0,0.0,4.4388092298820805,0.629947814046529,,,,,,,
Airfoil_SelfNoise,-0.4185339558133514,Gamma GLM,glm,Без преобр.,—,4.860650875298449,4.7270260154011225,3.6739644161213523,2.965560466024757,0.5539838484076399,0.0,0.0,4.880989520289885,0.4694704877143944,,,,,,,
Airfoil_SelfNoise,-0.4185339558133514,Tweedie GLM,glm,Без преобр.,—,4.859544706081475,4.732702697182947,3.682401114928976,2.972713493010827,0.5529119642981424,0.0,0.0,4.879994276151542,0.4701745843558577,,,,,,,
Airfoil_SelfNoise,-0.4185339558133514,XGB-Gamma,древесные-glm-loss,Без преобр.,—,0.4209625121205773,1.4839188022122114,0.977718946083043,0.7872588922335632,0.9560463569944412,0.0,0.0,1.6035386371782896,0.12171143187426199,,,,,,,
